,DOCTYPE,DOCNUM,ITEMNUM,COUNTRY,GRCNAME1,MATERIAL,MTEXT,BRANCH,QUANTITY,SPRICE,GRANDTOTAL,CURRENCY,DUE_DATE,DELIVERED_DATE,DELIVERED_QTY,LATENCY_SHARE,GROUP,Period,GRANDTOTAL_NEW
124695,SD,21060207,100,UK,IFS Global Logistics Ltd,510-0723-00,ÇEK VALF,Non-A,50,3830.0,191.5,EUR,2021-07-09,2021-07-09,50,0.0,CHKVLF,2021-07,191.5
124702,SD,21060208,80,UK,IFS Global Logistics Ltd,510-0419-00,ÇEK VALF,Non-A,200,3063.0,612.6,EUR,2021-07-16,2021-07-16,200,0.0,CHKVLF,2021-07,612.6
124703,SD,21060208,90,UK,IFS Global Logistics Ltd,510-0635-00,ÇELİK RONDELA,Non-A,300,638.0,191.4,EUR,2021-07-16,2021-07-16,300,0.0,CHKVLF,2021-07,191.4
124704,SD,21060208,100,UK,IFS Global Logistics Ltd,510-0635-00,ÇELİK RONDELA,Non-A,300,638.0,191.4,EUR,2021-07-16,2021-07-16,300,0.0,CHKVLF,2021-07,191.4
124705,SD,21060208,110,UK,IFS Global Logistics Ltd,510-0643-00,CEK.VALF,Non-A,200,2046.0,409.2,EUR,2021-07-16,2021-07-16,200,0.0,CHKVLF,2021-07,409.2
124706,SD,21060208,120,UK,IFS Global Logistics Ltd,510-0644-00,ÇEK VALF,Non-A,200,1987.0,397.4,EUR,2021-07-16,2021-08-27,200,42.0,CHKVLF,2021-07,397.4
124707,SD,21060208,130,UK,IFS Global Logistics Ltd,510-0725-00,ÇELİK RONDELA,Non-A,20,5900.0,118.0,EUR,2021-07-16,2021-07-16,20,0.0,CHKVLF,2021-07,118.0
124708,SD,21060208,140,UK,IFS Global Logistics Ltd,510-0725-00,ÇELİK RONDELA,Non-A,20,5900.0,118.0,EUR,2021-07-16,2021-07-16,20,0.0,CHKVLF,2021-07,118.0
124709,SD,21060208,150,UK,IFS Global Logistics Ltd,510-0725-00,ÇELİK RONDELA,Non-A,20,5900.0,118.0,EUR,2021-07-16,2021-07-16,20,0.0,CHKVLF,2021-07,118.0
124710,SD,21060209,20,CZ,RIECK PROJEKT KONTRAKT,510-0142-00,CEK.VALF,Non-A,180,1700.0,306.0,EUR,2021-07-09,2021-07-09,180,0.0,CHKVLF,2021-07,306.0
124711,SD,21060209,30,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-07-09,2021-07-30,30,21.0,CHKVLF,2021-07,73.5
124712,SD,21060209,40,CZ,RIECK PROJEKT KONTRAKT,510-0806-00,CEK.VALF,Non-A,30,2250.0,67.5,EUR,2021-07-09,2021-07-09,30,0.0,CHKVLF,2021-07,67.5
124932,SD,21060224,50,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-03,40,39.0,CHKVLF,2021-06,151.48
124933,SD,21060224,60,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-03,40,39.0,CHKVLF,2021-06,151.48
124934,SD,21060224,70,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-03,40,39.0,CHKVLF,2021-06,151.48
124935,SD,21060225,200,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-06-25,40,0.0,CHKVLF,2021-06,151.48
124936,SD,21060225,210,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-06-25,40,0.0,CHKVLF,2021-06,151.48
124937,SD,21060226,490,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-06-25,30,0.0,CHKVLF,2021-06,151.48
124938,SD,21060226,490,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-06,10,10.5,CHKVLF,2021-06,151.48
124939,SD,21060226,500,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-06,40,42.0,CHKVLF,2021-06,151.48
124940,SD,21060226,510,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,20,3787.0,75.74,EUR,2021-06-25,2021-08-06,20,42.0,CHKVLF,2021-06,75.74
124941,SD,21060226,520,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-10,40,46.0,CHKVLF,2021-06,151.48
124942,SD,21060226,530,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-10,40,46.0,CHKVLF,2021-06,151.48
124943,SD,21060226,540,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-10,40,46.0,CHKVLF,2021-06,151.48
124944,SD,21060226,550,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-10,40,46.0,CHKVLF,2021-06,151.48
124945,SD,21060226,560,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-10,40,46.0,CHKVLF,2021-06,151.48
124946,SD,21060226,570,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-10,40,46.0,CHKVLF,2021-06,151.48
124947,SD,21060226,580,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-10,40,46.0,CHKVLF,2021-06,151.48
124948,SD,21060226,590,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-13,40,49.0,CHKVLF,2021-06,151.48
124949,SD,21060226,600,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-13,40,49.0,CHKVLF,2021-06,151.48
124950,SD,21060226,610,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-13,40,49.0,CHKVLF,2021-06,151.48
124951,SD,21060226,620,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-13,40,49.0,CHKVLF,2021-06,151.48
124952,SD,21060226,630,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-13,40,49.0,CHKVLF,2021-06,151.48
124953,SD,21060226,640,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-20,40,56.0,CHKVLF,2021-06,151.48
124954,SD,21060226,650,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-20,40,56.0,CHKVLF,2021-06,151.48
124955,SD,21060226,660,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-20,40,56.0,CHKVLF,2021-06,151.48
124956,SD,21060226,670,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-20,40,56.0,CHKVLF,2021-06,151.48
124957,SD,21060226,680,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-20,40,56.0,CHKVLF,2021-06,151.48
124958,SD,21060226,690,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-20,40,56.0,CHKVLF,2021-06,151.48
124959,SD,21060226,700,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-20,40,56.0,CHKVLF,2021-06,151.48
124960,SD,21060226,710,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-27,40,63.0,CHKVLF,2021-06,151.48
124961,SD,21060226,720,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-27,40,63.0,CHKVLF,2021-06,151.48
124962,SD,21060226,730,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-27,40,63.0,CHKVLF,2021-06,151.48
124963,SD,21060226,740,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-27,40,63.0,CHKVLF,2021-06,151.48
124964,SD,21060226,750,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0717-00,KOMPRESOR AKSAMI,Non-A,40,3787.0,151.48,EUR,2021-06-25,2021-08-27,40,63.0,CHKVLF,2021-06,151.48
125261,SD,21060261,70,UK,IFS Global Logistics Ltd,510-0413-00,ÇEK VALF,Non-A,200,2638.0,527.6,EUR,2021-07-16,2021-07-16,200,0.0,CHKVLF,2021-07,527.6
125262,SD,21060261,80,UK,IFS Global Logistics Ltd,510-0419-00,ÇEK VALF,Non-A,200,3063.0,612.6,EUR,2021-07-16,2021-07-16,200,0.0,CHKVLF,2021-07,612.6
125263,SD,21060261,90,UK,IFS Global Logistics Ltd,510-0724-00,ÇELİK RONDELA,Non-A,300,936.0,280.8,EUR,2021-07-16,2021-07-16,300,0.0,CHKVLF,2021-07,280.8
125264,SD,21060261,100,UK,IFS Global Logistics Ltd,510-0800-01,CEK.VALF,Non-A,100,1009.0,100.9,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,100.9
125265,SD,21060261,110,UK,IFS Global Logistics Ltd,510-0800-01,CEK.VALF,Non-A,100,1009.0,100.9,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,100.9
125266,SD,21060261,120,UK,IFS Global Logistics Ltd,510-0800-01,CEK.VALF,Non-A,100,1009.0,100.9,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,100.9
125267,SD,21060261,130,UK,IFS Global Logistics Ltd,510-0800-01,CEK.VALF,Non-A,100,1009.0,100.9,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,100.9
125268,SD,21060261,140,UK,IFS Global Logistics Ltd,510-0800-01,CEK.VALF,Non-A,100,1009.0,100.9,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,100.9
125269,SD,21060261,150,UK,IFS Global Logistics Ltd,510-0800-01,CEK.VALF,Non-A,100,1009.0,100.9,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,100.9
125270,SD,21060261,160,UK,IFS Global Logistics Ltd,510-0800-01,CEK.VALF,Non-A,100,1009.0,100.9,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,100.9
125271,SD,21060261,170,UK,IFS Global Logistics Ltd,510-0800-01,CEK.VALF,Non-A,100,1009.0,100.9,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,100.9
125272,SD,21060261,180,UK,IFS Global Logistics Ltd,510-0800-01,CEK.VALF,Non-A,100,1009.0,100.9,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,100.9
125273,SD,21060261,190,UK,IFS Global Logistics Ltd,510-0800-01,CEK.VALF,Non-A,100,1009.0,100.9,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,100.9
125274,SD,21060261,200,UK,IFS Global Logistics Ltd,510-0800-01,CEK.VALF,Non-A,100,1009.0,100.9,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,100.9
125275,SD,21060261,210,UK,IFS Global Logistics Ltd,510-0800-01,CEK.VALF,Non-A,100,1009.0,100.9,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,100.9
125276,SD,21060261,220,UK,IFS Global Logistics Ltd,510-0801-01,CEK.VALF,Non-A,100,733.0,73.3,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,73.3
125277,SD,21060261,230,UK,IFS Global Logistics Ltd,510-0801-01,CEK.VALF,Non-A,100,733.0,73.3,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,73.3
125278,SD,21060261,240,UK,IFS Global Logistics Ltd,510-0801-01,CEK.VALF,Non-A,100,733.0,73.3,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,73.3
125279,SD,21060261,250,UK,IFS Global Logistics Ltd,510-0801-01,CEK.VALF,Non-A,100,733.0,73.3,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,73.3
125280,SD,21060261,260,UK,IFS Global Logistics Ltd,510-0801-01,CEK.VALF,Non-A,100,733.0,73.3,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,73.3
125281,SD,21060261,270,UK,IFS Global Logistics Ltd,510-0801-01,CEK.VALF,Non-A,100,733.0,73.3,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,73.3
125282,SD,21060261,280,UK,IFS Global Logistics Ltd,510-0801-01,CEK.VALF,Non-A,100,733.0,73.3,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,73.3
125283,SD,21060261,290,UK,IFS Global Logistics Ltd,510-0801-01,CEK.VALF,Non-A,100,733.0,73.3,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,73.3
125284,SD,21060261,300,UK,IFS Global Logistics Ltd,510-0801-01,CEK.VALF,Non-A,100,733.0,73.3,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,73.3
125285,SD,21060261,310,UK,IFS Global Logistics Ltd,510-0801-01,CEK.VALF,Non-A,100,733.0,73.3,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,73.3
125286,SD,21060263,20,CZ,RIECK PROJEKT KONTRAKT,510-0003-04,CEK.VALF,Non-A,30,2500.0,75.0,EUR,2021-07-09,2021-07-09,30,0.0,CHKVLF,2021-07,75.0
125287,SD,21060263,30,CZ,RIECK PROJEKT KONTRAKT,510-0003-04,CEK.VALF,Non-A,30,2500.0,75.0,EUR,2021-07-09,2021-07-09,30,0.0,CHKVLF,2021-07,75.0
125288,SD,21060263,40,CZ,RIECK PROJEKT KONTRAKT,510-0003-04,CEK.VALF,Non-A,30,2500.0,75.0,EUR,2021-07-09,2021-07-30,30,21.0,CHKVLF,2021-07,75.0
125289,SD,21060263,50,CZ,RIECK PROJEKT KONTRAKT,510-0003-04,CEK.VALF,Non-A,30,2500.0,75.0,EUR,2021-07-09,2021-08-13,30,35.0,CHKVLF,2021-07,75.0
125290,SD,21060263,60,CZ,RIECK PROJEKT KONTRAKT,510-0003-04,CEK.VALF,Non-A,30,2500.0,75.0,EUR,2021-07-09,2021-08-13,30,35.0,CHKVLF,2021-07,75.0
125291,SD,21060263,70,CZ,RIECK PROJEKT KONTRAKT,510-0003-04,CEK.VALF,Non-A,30,2500.0,75.0,EUR,2021-07-09,2021-08-13,30,35.0,CHKVLF,2021-07,75.0
125292,SD,21060263,80,CZ,RIECK PROJEKT KONTRAKT,510-0806-00,CEK.VALF,Non-A,30,2250.0,67.5,EUR,2021-07-09,2021-07-09,30,0.0,CHKVLF,2021-07,67.5
125293,SD,21060263,90,CZ,RIECK PROJEKT KONTRAKT,510-0806-00,CEK.VALF,Non-A,30,2250.0,67.5,EUR,2021-07-09,2021-07-09,30,0.0,CHKVLF,2021-07,67.5
125294,SD,21060263,100,CZ,RIECK PROJEKT KONTRAKT,510-0806-00,CEK.VALF,Non-A,30,2250.0,67.5,EUR,2021-07-09,2021-07-09,30,0.0,CHKVLF,2021-07,67.5
125315,SD,21060268,40,UK,Copeland Limited,510-0643-00,CEK.VALF,Non-A,300,2046.0,613.8,EUR,2021-06-15,2021-06-15,300,0.0,CHKVLF,2021-06,613.8
125316,SD,21060268,60,UK,Copeland Limited,510-0644-00,ÇEK VALF,Non-A,200,1987.0,397.4,EUR,2021-06-15,2021-06-15,200,0.0,CHKVLF,2021-06,397.4
125317,SD,21060269,40,UK,Copeland Limited,510-0643-00,CEK.VALF,Non-A,300,2046.0,613.8,EUR,2021-06-25,2021-06-25,100,0.0,CHKVLF,2021-06,613.8
125318,SD,21060269,40,UK,Copeland Limited,510-0643-00,CEK.VALF,Non-A,300,2046.0,613.8,EUR,2021-06-25,2021-06-25,200,0.0,CHKVLF,2021-06,613.8
125406,SD,21060281,90,USA,EMERSONCLIM.TEC.(U.S.A)PLANT88,510-0413-00,ÇEK VALF,Non-A,350,3830.0,1340.5,USD,2021-07-06,2021-07-06,150,0.0,CHKVLF,2021-07,1132.370332826491
125407,SD,21060281,90,USA,EMERSONCLIM.TEC.(U.S.A)PLANT88,510-0413-00,ÇEK VALF,Non-A,350,3830.0,1340.5,USD,2021-07-06,2021-07-06,200,0.0,CHKVLF,2021-07,1132.370332826491
125409,SD,21060281,110,USA,EMERSONCLIM.TEC.(U.S.A)PLANT88,510-0723-00,ÇEK VALF,Non-A,100,5283.0,528.3,USD,2021-07-06,2021-07-06,100,0.0,CHKVLF,2021-07,446.27470856563605
125410,SD,21060281,120,USA,EMERSONCLIM.TEC.(U.S.A)PLANT88,510-0723-00,ÇEK VALF,Non-A,100,5283.0,528.3,USD,2021-07-06,2021-07-06,100,0.0,CHKVLF,2021-07,446.27470856563605
125416,SD,21060282,70,USA,EMERSONCLIM.TEC.(U.S.A)PLANT88,036-1302-00,ÇEK VALF,Non-A,50,3753.0,187.65,USD,2021-06-23,2021-07-06,50,13.0,CHKVLF,2021-06,157.0161492762112
125422,SD,21060284,20,USA,EMERSONCLIM.TEC.(U.S.A)PLANT88,510-0413-00,ÇEK VALF,Non-A,350,3830.0,1340.5,USD,2021-07-06,2021-07-06,350,0.0,CHKVLF,2021-07,1132.370332826491
125423,SD,21060284,30,USA,EMERSONCLIM.TEC.(U.S.A)PLANT88,510-0644-00,ÇEK VALF,Non-A,100,3235.0,323.5,USD,2021-07-06,2021-07-14,100,8.0,CHKVLF,2021-07,273.27251224869065
125425,SD,21060284,50,USA,EMERSONCLIM.TEC.(U.S.A)PLANT88,510-0723-00,ÇEK VALF,Non-A,100,5283.0,528.3,USD,2021-07-06,2021-07-06,100,0.0,CHKVLF,2021-07,446.27470856563605
125799,SD,21060370,20,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0413-00,ÇEK VALF,Non-A,200,3830.0,766.0,USD,2021-08-06,2021-08-06,200,0.0,CHKVLF,2021-08,648.7676801897179
125805,SD,21060370,80,TH,EMERSON ELECTRIC (THAILAND) LIMITED,036-0829-00,CEK.VALF,Non-A,1500,3007.0,4510.5,USD,2021-08-06,2021-08-06,1500,0.0,CHKVLF,2021-08,3820.191411874312
125819,SD,21060370,180,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0421-00,CEK.VALF,Non-A,400,5400.0,2160.0,USD,2021-08-06,2021-08-06,400,0.0,CHKVLF,2021-08,1829.4232235114762
125820,SD,21060370,200,TH,EMERSON ELECTRIC (THAILAND) LIMITED,510-0725-00,ÇELİK RONDELA,Non-A,150,6800.0,1020.0,USD,2021-08-06,2021-08-06,150,0.0,CHKVLF,2021-08,863.8942999915305
125990,SD,21060392,20,CZ,RIECK PROJEKT KONTRAKT,510-0003-00,CEK.VALF,Non-A,30,2550.0,76.5,EUR,2021-07-16,2021-07-16,30,0.0,CHKVLF,2021-07,76.5
125991,SD,21060392,30,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-07-16,2021-07-30,30,14.0,CHKVLF,2021-07,73.5
125992,SD,21060392,40,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-07-16,2021-07-30,30,14.0,CHKVLF,2021-07,73.5
125993,SD,21060392,50,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-07-16,2021-07-30,30,14.0,CHKVLF,2021-07,73.5
125994,SD,21060392,60,CZ,RIECK PROJEKT KONTRAKT,510-0806-00,CEK.VALF,Non-A,30,2250.0,67.5,EUR,2021-07-16,2021-07-16,30,0.0,CHKVLF,2021-07,67.5
125996,SD,21060393,30,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-07-16,2021-07-30,30,14.0,CHKVLF,2021-07,73.5
125997,SD,21060393,40,CZ,RIECK PROJEKT KONTRAKT,510-0003-02,CEK.VALF,Non-A,30,2450.0,73.5,EUR,2021-07-16,2021-07-30,30,14.0,CHKVLF,2021-07,73.5
126001,SD,21060393,80,CZ,RIECK PROJEKT KONTRAKT,510-0003-04,CEK.VALF,Non-A,30,2500.0,75.0,EUR,2021-07-16,2021-08-13,30,28.0,CHKVLF,2021-07,75.0
126002,SD,21060393,90,CZ,RIECK PROJEKT KONTRAKT,510-0806-00,CEK.VALF,Non-A,30,2250.0,67.5,EUR,2021-07-16,2021-07-16,30,0.0,CHKVLF,2021-07,67.5
126003,SD,21060393,100,CZ,RIECK PROJEKT KONTRAKT,510-0806-00,CEK.VALF,Non-A,30,2250.0,67.5,EUR,2021-07-16,2021-07-16,30,0.0,CHKVLF,2021-07,67.5
126004,SD,21060393,110,CZ,RIECK PROJEKT KONTRAKT,510-0806-00,CEK.VALF,Non-A,30,2250.0,67.5,EUR,2021-07-16,2021-07-16,30,0.0,CHKVLF,2021-07,67.5
126019,SD,21060398,20,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0725-00,ÇELİK RONDELA,Non-A,20,5900.0,118.0,EUR,2021-07-30,2021-07-30,20,0.0,CHKVLF,2021-07,118.0
126020,SD,21060398,30,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0725-00,ÇELİK RONDELA,Non-A,20,5900.0,118.0,EUR,2021-07-30,2021-07-30,20,0.0,CHKVLF,2021-07,118.0
126021,SD,21060398,40,BE,EMERSON CLIMATE TEC. - BELGIUM,510-0725-00,ÇELİK RONDELA,Non-A,20,5900.0,118.0,EUR,2021-07-30,2021-07-30,20,0.0,CHKVLF,2021-07,118.0
126031,SD,21060400,60,UK,IFS Global Logistics Ltd,510-0541-28,ÇELİK RONDELA,Non-A,100,2220.0,222.0,EUR,2021-07-16,2021-11-12,100,119.0,CHKVLF,2021-07,222.0
126032,SD,21060400,70,UK,IFS Global Logistics Ltd,510-0541-28,ÇELİK RONDELA,Non-A,100,2220.0,222.0,EUR,2021-07-16,2021-11-12,100,119.0,CHKVLF,2021-07,222.0
126033,SD,21060400,80,UK,IFS Global Logistics Ltd,510-0541-28,ÇELİK RONDELA,Non-A,100,2220.0,222.0,EUR,2021-07-16,2021-11-12,100,119.0,CHKVLF,2021-07,222.0
126034,SD,21060400,90,UK,IFS Global Logistics Ltd,510-0541-28,ÇELİK RONDELA,Non-A,100,2220.0,222.0,EUR,2021-07-16,2021-11-12,100,119.0,CHKVLF,2021-07,222.0
126035,SD,21060400,100,UK,IFS Global Logistics Ltd,510-0541-28,ÇELİK RONDELA,Non-A,100,2220.0,222.0,EUR,2021-07-16,2021-11-19,100,126.0,CHKVLF,2021-07,222.0
126046,SD,21060401,120,UK,IFS Global Logistics Ltd,036-1302-00,ÇEK VALF,Non-A,50,2483.0,124.15,EUR,2021-07-16,2021-07-16,50,0.0,CHKVLF,2021-07,124.15
126049,SD,21060401,150,UK,IFS Global Logistics Ltd,510-0413-00,ÇEK VALF,Non-A,200,2638.0,527.6,EUR,2021-07-16,2021-07-16,200,0.0,CHKVLF,2021-07,527.6
126050,SD,21060401,160,UK,IFS Global Logistics Ltd,510-0413-00,ÇEK VALF,Non-A,200,2638.0,527.6,EUR,2021-07-16,2021-07-16,200,0.0,CHKVLF,2021-07,527.6
126051,SD,21060401,170,UK,IFS Global Logistics Ltd,510-0413-00,ÇEK VALF,Non-A,200,2638.0,527.6,EUR,2021-07-16,2021-07-16,200,0.0,CHKVLF,2021-07,527.6
126052,SD,21060401,180,UK,IFS Global Logistics Ltd,510-0413-00,ÇEK VALF,Non-A,200,2638.0,527.6,EUR,2021-07-16,2021-07-16,200,0.0,CHKVLF,2021-07,527.6
126053,SD,21060401,190,UK,IFS Global Logistics Ltd,510-0635-00,ÇELİK RONDELA,Non-A,300,638.0,191.4,EUR,2021-07-16,2021-07-16,300,0.0,CHKVLF,2021-07,191.4
126054,SD,21060401,200,UK,IFS Global Logistics Ltd,510-0643-00,ÇEK VALF,Non-A,200,2046.0,409.2,EUR,2021-07-16,2021-08-13,200,28.0,CHKVLF,2021-07,409.2
126055,SD,21060401,210,UK,IFS Global Logistics Ltd,510-0643-00,ÇEK VALF,Non-A,200,2046.0,409.2,EUR,2021-07-16,2021-08-13,200,28.0,CHKVLF,2021-07,409.2
126056,SD,21060401,220,UK,IFS Global Logistics Ltd,510-0644-00,ÇEK VALF,Non-A,200,1987.0,397.4,EUR,2021-07-16,2021-08-27,200,42.0,CHKVLF,2021-07,397.4
126057,SD,21060401,230,UK,IFS Global Logistics Ltd,510-0723-00,ÇEK VALF,Non-A,50,3830.0,191.5,EUR,2021-07-16,2021-07-16,50,0.0,CHKVLF,2021-07,191.5
126058,SD,21060401,240,UK,IFS Global Logistics Ltd,510-0723-00,ÇEK VALF,Non-A,50,3830.0,191.5,EUR,2021-07-16,2021-07-16,50,0.0,CHKVLF,2021-07,191.5
126059,SD,21060401,250,UK,IFS Global Logistics Ltd,510-0723-00,ÇEK VALF,Non-A,50,3830.0,191.5,EUR,2021-07-16,2021-07-16,50,0.0,CHKVLF,2021-07,191.5
126060,SD,21060401,260,UK,IFS Global Logistics Ltd,510-0728-01,VALF AKSAMI,Non-A,300,809.0,242.7,EUR,2021-07-16,2021-07-16,300,0.0,CHKVLF,2021-07,242.7
126061,SD,21060401,270,UK,IFS Global Logistics Ltd,510-0800-01,CEK.VALF,Non-A,100,1009.0,100.9,EUR,2021-07-16,2021-07-16,100,0.0,CHKVLF,2021-07,100.9
126062,SD,21060401,280,UK,IFS Global Logistics Ltd,510-0801-01,CEK.VALF,Non-A,100,733.0,73.3,EUR,2021-07-16,2021-07-30,100,14.0,CHKVLF,2021-07,73.3
